Artis Hottness,Duration,Artist Familiarity,Tempo
3.809723104568114027e-01,2.238451164533336737e+02,8.265463999000743911e-01,1.166767822498042619e+02
8.012650445268723054e-01,6.496182784349512076e+02,6.969626466672593779e-01,1.223347228648858049e+02
4.112325081883766442e-01,1.931031706517108546e+02,8.512066479352498050e-01,1.819218409912614334e+02
4.379704584683220547e-01,2.013871975076386889e+02,4.120697641685140411e-01,1.468840468620986144e+02
3.720517311715714204e-01,8.944472759238103663e+02,5.516069063177297949e-01,1.450461398214679889e+02
4.015348088104133684e-01,1.176429446385217972e+02,8.435044875778814344e-01,1.046411433193105722e+02
3.303070782178854636e-01,1.869025701144511800e+02,7.070765967708965150e-01,1.184603590577736441e+02
4.041019031551956187e-01,1.752111536073716707e+02,5.988547280691349783e-01,9.640351880029828635e+01
3.319508312471130540e-01,2.599978403124529223e+02,6.739571519441156511e-01,1.317042372724988581e+02
3.102218907591820507e-01,2.573378001031497320e+02,3.917835456300835517e-01,8.938038101760454879e+01
4.535207168392761390e-01,2.874667873285927726e+02,5.878025674260101141e-01,1.815507931487668429e+02
2.846604509668133609e-01,1.927461455554711165e+02,4.064053044073290266e-01,1.316770801088234180e+02
3.653104362776486980e-01,2.734306546569401348e+02,7.446953431446772242e-01,9.457212980754229648e+01
5.352053007380436211e-01,2.060348294955518611e+02,5.909934060935384537e-01,7.583266048487902822e+01
3.869165055217231863e-01,6.447890604786887252e+02,7.290021201641323501e-01,1.494327071909952451e+02
4.623169925365500088e-01,3.259456976609055801e+02,5.702198276411678535e-01,1.725886313475524503e+02
2.815137784249919228e-01,3.103867187486303578e+02,6.069995345775893725e-01,1.261974221452299503e+02
4.837231509633211912e-01,2.596011544153730028e+02,6.366472147356105893e-01,1.774223415320087156e+02
5.252841198753525065e-01,4.034247183551619287e+01,4.879068053880430966e-01,8.146764287124406678e+01
3.482345614954130975e-01,8.251533233871577977e+01,7.096352304828315027e-01,1.005824901361557977e+02
7.741703880420556239e-01,2.198553731167992851e+02,6.335876787307981317e-01,1.262924840816721712e+02
3.898060576158473012e-01,2.780749637075233522e+02,5.808011304957716447e-01,1.572719100613325622e+02
4.123535818994557012e-01,2.518532048976308033e+02,5.350676452011242645e-01,2.067668979574714854e+02
3.289126404101131440e-01,2.862406814855415291e+02,4.554270339431099046e-01,1.265123649475773391e+02
3.684686441648386546e-01,2.417539220847173453e+02,5.451911779115192758e-01,1.099832839553711779e+02
4.167764252279401171e-01,2.041929346111759855e+02,6.926485691009531820e-01,1.626601900534463425e+02
3.594230835107316557e-01,3.039923593660529377e+02,5.758278277610315854e-01,1.298187502188129656e+02
4.412175889451598887e-01,2.040119861261112817e+02,8.360023955282969155e-01,1.032128826024582509e+02
4.085986439032233686e-01,2.381501146069853405e+02,4.593531653114339974e-01,1.257546057752828688e+02
1.166844154248384835e-01,-2.608299244581266976e+02,5.151438210769541115e-01,9.931051192502104641e+01
9.334087708475077294e-01,4.228954633661930529e+03,7.323701419098682663e-01,1.350925429877484021e+02
2.636467621384917526e-01,1.610692049545708926e+02,4.102800812930027519e-01,1.919313535923078007e+02
4.521271396724030889e-01,2.749063073696833044e+02,6.613720055298344391e-01,5.579206766250251803e+01
3.668945755360861205e-01,2.747826793658924771e+02,6.213532941004302756e-01,1.065433140581168914e+02
1.158867186335115207e+00,-3.936921695902844363e+02,5.392890923050757124e-01,1.840382303629370995e+02
3.624324570755127484e-01,1.920252771456695484e+02,5.711606962318711567e-01,1.101634849448663545e+02
5.362236356552376737e-01,2.104545632280399730e+02,7.784794788663731424e-01,1.181887476305631708e+02
3.208496599332743560e-01,2.068644991000242896e+02,5.478523767756513507e-01,7.827656396479332557e+01
4.319347832240632012e-01,2.721311489020519048e+02,6.036577503994209337e-01,1.294974255434123620e+02
4.069136510886072755e-01,1.547761697503417793e+02,4.882721973387802450e-01,1.169387686482353956e+02
3.832496976170562952e-01,-1.146493604126804371e+02,4.103125754588177188e-01,1.317055874485628237e+02
2.570382942372330670e-01,3.108258705896500373e+02,5.520120986039245281e-01,1.512113979862147062e+02
4.032346822432467115e-01,3.162569970071912735e+02,5.877973519718722173e-01,1.119307415588974663e+02
3.612476270035055448e-01,3.012756183636734022e+02,6.743485738760242043e-01,1.553819932074813437e+02
4.001119718622261345e-01,1.381329632231818323e+02,4.004895969127417743e-01,1.171490188380102495e+02
5.848112598326444811e-01,4.013821154322761231e+02,5.789441185524353273e-01,1.438227188708627295e+02
4.514203502798372902e-01,2.080521778759103597e+02,5.999026620326617376e-01,5.908362704104692398e+01
2.645371948630200754e-01,2.395375190886680059e+02,3.832924136094746359e-01,5.536186320669932570e+01
5.053460311200583810e-01,1.155670905971129088e+02,5.435150489852134115e-01,1.150944439718242052e+02
3.546590808555520891e-01,2.410448303944144186e+02,9.374133632985248710e-01,1.779362796041733645e+02
3.514812029752810707e-01,-5.517686309661312407e+02,7.347836153179372332e-01,1.509734814493924659e+02
3.904393843124538410e-01,6.542960053086434868e+01,7.238778310728406495e-01,1.222386630605646474e+02
3.993298533847460807e-01,1.074466063206064291e+03,2.983123836406420537e-01,1.306862357939510844e+02
5.542161554302682536e-01,2.482814966259642233e+02,6.818449943492623788e-01,1.135159003218212206e+02
3.945627769820378439e-01,2.585475245251691945e+02,6.807732540854445347e-01,9.618887618653423033e+01
4.978804499733873179e-01,2.251216762060255121e+02,6.681712758967535137e-01,1.428719523456663296e+02
3.420598109487718586e-01,2.523262091066311541e+02,5.365845091358423247e-01,1.082453384833776227e+02
3.609666277279209856e-01,2.344266288268660503e+02,5.531352868308871962e-01,1.122948955511050713e+02
3.084099832195275059e-01,-9.782635190493897426e+02,6.587719666264106877e-01,1.087140036676000818e+02
4.864895979772864698e-01,-4.091482290886273177e+01,6.342733036824199644e-01,1.826044678910612902e+02
2.486392875631582011e-01,2.665813112115075114e+02,6.650908526685270772e-01,9.632904700485676130e+01
3.738958935368343894e-01,1.772422622035872166e+02,4.481557952185752924e-01,1.723976371770152696e+02
3.562046686063475853e-01,3.165763102901531738e+02,7.758491547866910309e-01,1.426885990741934052e+02
4.656220779193944725e-01,4.092486031485050262e+02,8.965221480262499654e-01,1.131939074891572545e+02
3.607167020377834987e-01,1.864139626769425604e+02,5.422438337281434428e-01,1.538212018173865090e+02
4.465034006998239158e-01,8.672482644516335881e+01,5.860631986116899839e-01,9.563121811343785339e+01
4.722776007054290681e-01,2.147601768078665714e+02,9.370027513973084865e-01,7.440864012688732032e+01
3.510713734918106121e-01,2.011513164282549155e+02,2.539170830041541649e-01,1.166594937278699717e+02
3.178778675308241430e-01,2.352378622046857402e+02,5.600344114251782912e-01,1.019066517121146944e+02
4.339338352774574914e-01,2.523281402461935272e+02,4.557319290582100280e-01,9.235996020059795342e+01
5.689477267319351661e-01,3.341512946191294873e+02,4.141911969888454337e-01,1.187406416783284158e+02
4.444794192335011496e-01,3.120073284340192572e+02,6.151864630106089749e-01,9.232736992688441546e+01
3.958431225962321109e-01,2.189699685612388294e+02,5.628887585094872748e-01,1.297436186946088128e+02
3.717775136212613796e-01,2.552207900795227147e+02,6.884076930428051355e-01,1.211633735153709495e+02
4.230555335312548015e-01,2.407398642005969691e+02,5.749604854993535241e-01,1.322631424939399949e+02
3.753045772158334348e-01,-4.444477324432851333e+02,5.635993757210826516e-01,1.529238397581282811e+02
5.712757368705562167e-01,2.650935639096958880e+02,5.003321623200420731e-01,8.826266724015201248e+01
3.674114001695509280e-01,1.047644561435370605e+02,6.226071719878589761e-01,2.010924868070917455e+02
4.700682696320342413e-01,2.045602016585815193e+02,3.030086246878340717e-01,1.703460769737691294e+02
3.858613886943443316e-01,9.754114429910906381e+01,5.781784659268751625e-01,1.523804574296294732e+02
2.988430502979232961e-01,2.959799445334315351e+02,7.830878317894800489e-01,1.187731711087417352e+02
4.528641045493149164e-01,2.049071416708230515e+02,6.258643751698684810e-01,8.984084424794173174e+01
3.966914074008146551e-01,2.320164252500544251e+02,4.794676027375501803e-01,8.794052577464094611e+01
3.653080429974910892e-01,2.959085272153361643e+02,6.455473935187328038e-01,1.397277900704584681e+02
3.317326103395283887e-01,4.411130565586449279e+02,4.275260553131232655e-01,8.281257156497190408e+01
3.157990637379062826e-01,5.564212882394221538e+01,2.157853051416580570e-01,8.916966962658705143e+01
3.660503184092326889e-01,2.830623647114916821e+02,8.434914496311094467e-01,1.288629921929590978e+02
3.363041615416842989e-01,2.552289543677350707e+02,6.352688258001180088e-01,6.756199851271824741e+01
3.944315817443488914e-01,2.372566158374254712e+02,6.530523229083797787e-01,1.315184487716425110e+02
2.842481785775525793e-01,9.013506903629038902e+01,5.020830350672227382e-01,1.162483749553305188e+02
5.525516362058005004e-01,1.784301368568840758e+02,5.770426110547077769e-01,1.518711782441960167e+02
4.507001748770115279e-01,2.039811758769705818e+02,4.751994972128628092e-01,1.362999000009689894e+02
3.488187396179089350e-01,3.003714394102430560e+02,4.813239612536506229e-01,1.735759596758311432e+02
3.906797757428012163e-01,6.314582897890866775e+01,6.230116183364842186e-01,1.173777361571858364e+02
5.578192483445617578e-01,-7.950379178890971161e+02,5.890475873482756697e-01,9.362469326887165266e+01
5.727131103580066496e-01,9.759372328560938570e+01,3.685642833298317100e-01,1.205430535277794775e+02
6.056597206099344488e-01,2.483419267029211710e+02,2.858757592143348347e-01,1.457685694960417777e+02
3.341246063785292542e-01,2.567863621317051752e+02,4.028596430649855620e-01,1.146143033765589507e+02
3.737131119244692101e-01,2.127986030629169534e+02,5.729233565503406567e-01,1.311369175925151467e+02
4.457479613955433462e-01,2.823411117491245363e+02,4.536363078248086822e-01,1.089879343081283878e+02
3.658556090241248948e-01,1.871104997167867054e+02,6.910998599980402446e-01,8.044103197191410004e+01
5.021003309390059677e-01,2.330666383724546051e+02,7.179258628459095348e-01,1.053015051969978231e+02
3.926657769621448302e-01,1.507364274106282664e+02,7.896549870220539447e-01,9.504234859740932961e+01
2.677884213941539304e-01,1.165609758543525061e+02,4.306018482612330445e-01,1.252739161042018168e+02
3.171902499729471470e-01,2.117628801632289708e+02,3.682185139022706721e-01,9.638981632791990251e+01
4.163729893924750236e-01,6.642334627770640054e+01,7.127702635796211439e-01,8.380439820140759366e+01
3.185567899028585170e-01,6.191117312924466205e+02,7.276938854439265469e-01,1.312387338360957756e+02
4.847435576123821921e-01,3.672663594016760271e+02,6.671943604020995622e-01,1.449046538587973032e+02
4.803017811571743123e-01,2.623778554495011122e+02,6.838620797841485910e-01,1.150388696728203399e+02
3.838193409506335807e-01,2.301008746934954843e+02,6.888299888182274344e-01,1.076333249248663719e+02
4.776870272356011915e-01,2.161746868268357673e+02,5.157026641472128858e-01,8.418628479739652448e+01
4.271674173834659749e-01,1.662853745697271393e+02,5.253519257686960486e-01,1.398330723749307367e+02
3.971100766806747173e-01,6.181456425913748944e+02,7.460879966374136529e-01,1.528825668603913641e+02
3.760632516489702537e-01,1.749949908875577194e+02,5.359676671477942023e-01,1.800728558607786454e+02
3.398589199865934551e-01,1.200156551260730794e+03,3.888749559081716711e-01,8.415417445378469097e+01
1.739931589397740175e-01,-1.617567861434706060e+02,5.149713651957554816e-01,8.239622902053633879e+01
2.687965222365399920e-01,1.852798876880283956e+02,3.565153857140046512e-01,1.647897148236156681e+02
5.193766518958798928e-01,2.646728972102713442e+02,4.712235090914020930e-01,1.139763581383198812e+02
4.121602576167580079e-01,2.363632207940156320e+02,5.441735781493548529e-01,1.064248061480409433e+02
3.664039192131224310e-01,2.575854946335028899e+02,5.535699451920237379e-01,1.272511832039355113e+02
4.070177976735264158e-01,2.894148332222750923e+02,6.894928810336011793e-01,1.174341675874739508e+02
2.677303739440083374e-01,2.192085525501312588e+02,8.227993586585284902e-01,7.189212492762257511e+01
3.633713021023295409e-01,1.841421629262785018e+02,4.565091034467343434e-01,1.393234129882749244e+02
5.488331363788325756e-01,-7.358994951818287973e+02,5.003739302404923706e-01,1.240211159169901407e+02
4.103885635192524584e-01,2.434583521743160759e+02,5.522807019009121632e-01,1.105353618560161522e+02
5.797321238846566693e-01,1.846793370349635097e+02,6.140753652245578564e-01,1.449900881731011282e+02
3.914164065834898620e-01,1.082677975816921503e+02,5.133303402090234613e-01,1.248481140440494528e+02
5.434338052694756005e-01,2.405495559386079094e+02,5.632404236974366540e-01,1.441322400132702342e+02
3.884668232297317503e-01,2.077576415361963029e+02,6.385519150224467921e-01,1.571243267116877291e+02
3.792759881927906251e-01,2.672846458090029955e+02,4.962943822208671918e-01,2.078111965521349020e+02
4.153187682660218205e-01,-4.315746545645380934e+02,5.486997959487425192e-01,1.554371704881887126e+02
2.160265212957049596e-01,2.440989383448338117e+02,5.377675357439457571e-01,1.243336995228441992e+02
4.865958039422433878e-01,4.467827506604226073e+02,6.708313342631697651e-01,1.222566954771563132e+02
6.441808117183636107e-01,-6.937557973021537236e+02,6.675368882643013535e-01,1.830518824302192797e+02
4.748790129023309770e-01,2.723649456477994590e+02,3.452168570988050078e-01,1.978321157454676609e+02
6.637558512604557759e-01,2.482364114000957898e+02,6.165072898647778743e-01,1.214801653149402227e+02
2.402380064385496727e-01,6.765229108366305582e+02,8.363968230669627246e-01,1.594938232921547296e+02
3.616826129326258799e-01,2.468240028093229057e+02,7.269108903705188141e-01,1.570501498369739011e+02
3.313863456362522442e-01,1.857988885404717507e+02,7.587356593312932773e-01,1.046154382498770588e+02
4.046577775425530543e-01,2.272535703778625589e+02,8.484382304794237939e-01,1.346722476118682152e+02
5.269874856654443995e-01,3.258425197548452275e+02,4.237382527550792588e-01,1.332788160472948107e+02
2.850319853864344832e-01,2.262690226749509463e+02,2.640219130559131600e-01,1.130507004818186942e+02
4.564312651093327955e-01,4.286385636816614237e+02,2.574091461538046133e-01,1.669274125358145966e+02
3.450979963758348257e-01,2.750060702807741677e+02,3.514068793042497418e-01,1.237210950953789848e+02
3.538209324873348161e-01,3.530508947875980539e+02,5.818801280844567714e-01,1.224302690761851977e+02
4.027884905080503231e-01,2.440438224114566879e+02,5.376953866493323630e-01,1.329823813917051893e+02
5.351226689053983909e-01,-5.592765426272444529e+01,5.840048727108282378e-01,1.924591419580322622e+02
4.896019130703405109e-01,1.827724667291451226e+02,6.945634521304242526e-01,1.109427354429364527e+02
4.326033471800311836e-01,2.021696741942112112e+02,8.344950659064664933e-01,8.719944197684202436e+01
4.384777072074376170e-01,2.360576898247364852e+02,6.630582341442021743e-01,1.720403248704452608e+02
4.320477588053558970e-01,1.876378853938915654e+02,6.025195742207003491e-01,1.524862641025594598e+02
5.800226425002399377e-01,2.438530078752844759e+02,4.814665012158911850e-01,9.810368285580688053e+01
4.546012970506046469e-01,1.879595897198930459e+02,7.371434880879732532e-01,1.368189329429182521e+02
4.006279951739804002e-01,5.902082041112004163e+01,5.154452126418505031e-01,8.016047025244350266e+01
4.908801719417626996e-01,-6.853920603072590438e+02,6.797754645748312896e-01,1.385087810302388789e+02
4.090317294467558651e-01,2.605623802696370603e+02,7.020514638422454823e-01,1.044505453223017071e+02
4.883479809613029410e-01,1.830650299583500100e+02,3.765417169394922325e-01,1.643851997201697941e+02
1.662816744978117822e-01,1.928576574759694040e+02,6.987559402282670362e-01,1.533946429942479881e+02
1.854920959776784062e-01,5.019696187831972907e+02,3.083208280211309216e-01,1.214404879116619327e+02
5.805962340296794144e-01,1.515092216717278575e+02,7.209182739360926462e-01,1.269256424975817481e+02
4.278884576654948813e-01,2.008844994926311358e+02,8.180776521880588348e-01,1.558653306175165199e+02
4.494361624543647404e-01,2.873214173454942397e+02,4.879054137751310805e-01,1.323403619454163618e+02
3.377128451976774137e-01,1.614828185219732291e+02,4.018711740385398912e-01,1.737205253849402879e+02
3.625583551102187774e-01,1.725878736840265049e+02,5.177390422965686412e-01,1.167154582598630554e+02
6.530493050802721466e-01,2.230918751196457208e+02,5.495136198681294104e-01,9.589693183415192834e+01
4.903925040682025616e-01,2.732957661462593251e+02,6.722955343388647975e-01,1.210975086439868846e+02
5.030248439329600973e-01,2.597684937431581602e+02,6.905486414978341259e-01,1.065347542236705749e+02
6.908471818425970801e-01,4.378535867353434696e+01,9.970327833615257873e-01,1.763329998176802746e+02
4.654022745139735906e-01,2.449605748244042047e+02,3.985421918686711251e-01,5.799130997772437013e+01
3.403252295463099486e-01,1.539257867828655890e+03,5.893288930652289537e-01,1.229010553182029071e+02
3.995099607609109982e-01,2.221916235925572209e+02,8.250088748893347201e-01,1.018403287626319411e+02
4.782453810016810136e-01,2.246131209725245981e+02,6.252903720647466912e-01,9.208365201609962014e+01
4.892346106188504296e-01,1.797645264846548230e+02,5.740862654398313225e-01,9.290195013158009374e+01
3.571476904520269890e-01,3.043621795645717043e+01,6.157881102834537046e-01,7.912672922621487714e+01
3.725811149837325309e-01,2.135021344501860483e+02,4.132529744775013114e-01,1.272382575079430467e+02
3.482932361099972951e-01,4.764418820167126682e+02,6.433813544926465511e-01,7.692287980184374874e+01
3.604661616311409245e-01,1.974413925518526582e+02,7.726096370389825552e-01,1.074555859609527033e+02
4.164524903099905973e-01,2.519516220266502842e+02,6.339306204431025549e-01,1.274587206041411491e+02
2.580424081369492306e-01,1.008114185603228634e+02,3.855363578268296010e-01,1.191651963566788481e+02
3.768058591156744352e-01,2.347929757326589311e+02,6.015244238818695521e-01,1.219090596707897021e+02
4.501204344158814541e-01,8.155434720381268221e+01,5.998027197185678006e-01,1.461294274477757540e+02
4.387102790379825423e-01,2.446046340927466360e+02,1.075088888625892025e+00,1.080891288354704329e+02
3.501672530763332847e-01,1.956373398962527403e+02,4.226100874160607646e-01,1.104823957897143032e+02
4.185619870320904656e-01,1.842823640332151172e+02,5.775480908321313223e-01,1.680654703769508274e+02
4.116441561145232630e-01,2.469901275739322841e+02,6.422929564441659522e-01,1.621766029248643122e+02
4.527462681588833582e-01,3.179369058908334864e+02,5.783035361882227221e-01,9.861119820514852563e+01
3.891447685378346399e-01,-7.815854824415016537e+02,5.827396936562934115e-01,1.456142307745845983e+02
2.978726065032037962e-01,3.775315475406040377e+02,5.454479857366862916e-01,9.492322304688372014e+01
5.183538331913754016e-01,-5.756077855352186816e+03,6.393883905533286338e-01,1.322136756731142100e+02
3.877266539544453883e-01,1.444527667745717281e+02,5.617454374820241014e-01,1.337505442112632181e+02
3.160339465556728511e-01,1.618868118329630192e+02,7.407746352320785377e-01,1.082674833874102092e+02
5.514306017228390866e-01,2.299422989425921173e+02,8.124688135293141045e-01,1.356109657458752622e+02
4.336117832828686458e-01,7.126850409126932391e+02,8.199703721444535631e-01,1.086347175529218134e+02
4.462476060849360771e-01,9.391835494242994287e+01,6.487934475800187784e-01,1.194907750567010112e+02
4.291441495490677660e-02,1.366774378297778583e+02,5.130909809448098713e-01,1.039761606797936793e+02
4.917980594736242050e-01,2.150255055167976366e+02,8.700694892246971790e-01,1.054193162324086757e+02
3.601941019095517560e-01,3.190070290877231400e+02,7.773069658740041632e-01,8.971832135628665128e+01
2.923449587531455895e-01,1.853691643645002785e+02,7.716609290539508947e-01,1.169405793314932112e+02
3.855819003933695921e-01,2.538488788637893663e+02,3.381630938827626665e-01,1.460997727413129041e+02
3.445425772378359341e-01,2.297121549969724583e+02,7.400407117985920991e-01,1.626482118749830192e+02
7.415967569751322763e-01,8.760256334121381769e+02,7.202618614908615768e-01,1.152617339472284357e+02
4.043746227180001762e-01,1.591344836343287739e+02,4.300240092575151607e-01,5.905203947516002927e+01
3.165878156939735955e-01,2.289893164176932032e+02,5.848940283933643514e-01,5.261291361884954654e+01
3.744682924300346549e-01,2.045240731239737784e+02,4.650356481567072819e-01,1.548778095977866087e+02
2.681673303367797523e-01,2.658810435529139227e+02,4.365988371455031825e-01,1.107489858146062716e+02
4.481078798481136216e-01,2.060454873139285894e+02,8.391982132509170356e-01,2.188406418694027025e+02
3.646256249133634775e-01,2.191257554167007982e+02,5.914343181749543987e-01,1.128432722188974253e+02
5.332422334337616476e-01,1.752828252574149985e+02,7.102808798320552341e-01,1.397680784045909945e+02
5.147433409264879911e-01,2.395285062667187788e+02,6.059672454824465149e-01,1.633805533922416089e+02
3.899467544830752530e-01,2.824909162945489811e+02,3.353732365267347859e-01,1.591202843547033581e+02
3.332044229311087458e-01,8.181123676600002455e+02,6.483767281972561136e-01,1.651100428115850036e+02
4.799408411280768338e-01,2.389329499340294944e+02,5.580372816613063947e-01,9.229523580536803706e+01
4.269220683704887387e-01,1.861633158944939623e+02,2.147384965659142608e-01,1.508723711903839444e+02
5.529496868371908125e-01,2.587013190571835821e+02,5.895115960729242488e-01,1.004625263315178358e+02
1.015507915383926374e-01,1.280429795796069357e+02,7.434168985195128698e-01,9.055147876777701299e+01
1.239518174654682392e-01,1.597576187608795237e+02,3.064060201913676451e-01,8.188001523289483430e+01
4.288082034421403788e-01,1.503980108773426991e+02,5.469524568024226596e-01,1.141916150396752982e+02
3.880690276418245488e-01,2.544686841085662081e+02,5.057050628005015369e-01,1.402140521169723684e+02
3.107106255556032481e-01,2.331088361571574126e+02,6.479896501469397663e-01,1.017834826317252919e+02
5.221527322026946472e-01,3.548849248372650891e+02,5.751709292115023686e-01,2.101890362619170673e+02
4.933957974261140023e-01,3.032786911063408297e+02,9.190730070599357759e-01,6.921869138347753392e+01
5.687197622685503662e-01,2.924416321159736754e+02,9.670451284165793027e-01,1.441406197078317177e+02
5.082526473883162144e-01,1.639412224635894120e+02,5.198589168504952340e-01,1.265662895751111137e+02
2.863794929401813349e-01,2.365776570784491639e+02,5.434573777163649311e-01,1.578084483284754924e+02
3.796935934993460049e-01,-6.723790140633304873e+02,5.633604747827760661e-01,1.331993639035488286e+02
6.641528534314262711e-01,3.250280488050378835e+02,5.722484234690412563e-01,1.133345076475741280e+02
4.700038324934477374e-01,1.459538917111703427e+02,4.655950626232936429e-01,6.355072103155464447e+01
4.226257021859093355e-01,2.290770800888087706e+02,8.394704238968913046e-01,1.098357867897722144e+02
4.148568403878200583e-01,2.608093032767596355e+02,6.761087943287975577e-01,1.268020316808185726e+02
4.689196941130451823e-01,2.508124809599630680e+02,7.731050143484807791e-01,1.252299627578309469e+02
6.871169590809349526e-01,2.365045501705744471e+02,5.641261854023298383e-01,6.082792129644815304e+01
4.480883361504394147e-01,2.308080131097846390e+02,6.946426065842885578e-01,1.297814453782614237e+02
4.238657517259188934e-01,2.649095853225296651e+02,3.862249027196256179e-01,1.682861491306607604e+02
3.222709278918562958e-01,2.244617538775883077e+02,4.090464035706276036e-01,1.535088829101931651e+02
5.083926259115001400e-01,2.100032279609709178e+02,3.636140233233007280e-01,1.077376385003360042e+02
4.163033306260007782e-01,1.995416806455767755e+02,4.679124523351703147e-01,1.280540169250868416e+02
5.404565175810025490e-01,2.473028653193377409e+02,5.119676087400293341e-01,1.769272588806475710e+02
4.076466198793715634e-01,2.454499446437810661e+02,7.737866357784497495e-01,1.373666028761003872e+02
4.448004769450076834e-01,2.486601135614619409e+02,3.580005447866696500e-01,1.106576589041200691e+02
3.014017382148482249e-01,4.179946545026402873e+02,7.445484723997282117e-01,9.857227783683197231e+01
5.382765203110757568e-01,4.747003054777098328e+02,5.891114360912510506e-01,2.049954653106104843e+02
4.486385845217825130e-01,1.966425094485395562e+02,6.763044081807834118e-01,1.578530706050969457e+02
3.889514728980106306e-01,5.086378485152472990e+02,7.640501070725065347e-01,1.020390511847060679e+02
